platform_ID,platform_name,industry,home_country_name,home_country_iso3c,developer_portal_url,PLAT,PLAT_Notes,search_status
TR130,Pegasus Hava Tasimaciligi AS,TR,Turkey,TUR,,NONE,Pegasus Airlines - no public developer API,NO_PORTAL
TR131,Philippine Airlines Inc,TR,Philippines,PHL,,NONE,Philippine Airlines - no public developer API,NO_PORTAL
TR132,Polskie Linie Lotnicze LOT SA (PPL LOT SA),TR,Poland,POL,,NONE,LOT Polish Airlines - no public developer API,NO_PORTAL
TR135,Qantas Airways Ltd,TR,Australia,AUS,https://www.qantas.com/distributionplatform/,RESTRICTED,Qantas Distribution Platform - NDC requires partner agreement,COMPLETE
TR136,Qatar Airways Group Plc,TR,Qatar,QAT,,NONE,Qatar Airways - no public developer portal,NO_PORTAL
TR141,Royal Air Maroc SA,TR,Morocco,MAR,,NONE,Royal Air Maroc - no public developer API,NO_PORTAL
TR142,Ryanair Holdings Plc,TR,Ireland,IRL,,NONE,Ryanair - no public developer API,NO_PORTAL
TR143,S7 Group ZAO,TR,Russia,RUS,,NONE,S7 Airlines - no public developer API,NO_PORTAL
TR144,Safair Operations (Pty) Ltd,TR,South Africa,ZAF,,NONE,Safair (FlySafair) - no public developer API,NO_PORTAL
TR146,SAS Group,TR,Sweden,SWE,,NONE,SAS Scandinavian - no public developer API,NO_PORTAL
TR147,"SATA SGPS, Grupo",TR,Portugal,PRT,,NONE,SATA Azores - no public developer API,NO_PORTAL
TR149,Saudi Arabian Airlines Corp,TR,Saudi Arabia,SAU,,NONE,Saudia - no public developer API,NO_PORTAL
TR152,Singapore Airlines Ltd (SIA),TR,Singapore,SGP,https://developer.singaporeair.com/,REGISTRATION,Singapore Airlines KrisConnect - API portal with NDC,COMPLETE
TR153,Sky Airline SA,TR,Chile,CHL,,NONE,Sky Airline - no public developer API,NO_PORTAL
TR154,Sky Express,TR,Greece,GRC,,NONE,Sky Express - no public developer API,NO_PORTAL
TR159,Smartwings as,TR,Czech Republic,CZE,,NONE,Smartwings - no public developer API,NO_PORTAL
TR160,South African Airlink Ltd,TR,South Africa,ZAF,,NONE,Airlink - no public developer API,NO_PORTAL
TR161,South African Airways (PTY) Ltd,TR,South Africa,ZAF,,NONE,South African Airways - no public developer API,NO_PORTAL
TR162,Southwest Airlines Co,TR,United States,USA,,NONE,Southwest Airlines - no public developer API,NO_PORTAL
TR164,Spirit Airlines Inc,TR,United States,USA,,NONE,Spirit Airlines - no public developer API,NO_PORTAL
TR169,Starlux Airlines Co Ltd,TR,Taiwan,TWN,,NONE,Starlux Airlines - no public developer API,NO_PORTAL
TR171,Sunclass Airlines A/S,TR,Denmark,DNK,,NONE,Sunclass Airlines - no public developer API,NO_PORTAL
TR172,SunExpress AS,TR,Turkey,TUR,,NONE,SunExpress - no public developer API,NO_PORTAL
TR173,Synergy Group,TR,Colombia,COL,,NONE,Synergy Group (Avianca) - no public developer API,NO_PORTAL
TR174,"TAP SGPS SA, Grupo",TR,Portugal,PRT,,NONE,TAP Air Portugal - no public developer API,NO_PORTAL
TR175,Tarom SA Cia Nationala de Transporturi Aeriene Romane,TR,Romania,ROU,,NONE,TAROM - no public developer API,NO_PORTAL
TR177,Thai Airways International PCL,TR,Thailand,THA,,NONE,Thai Airways - no public developer API,NO_PORTAL
TR179,Turkish Airlines AS,TR,Turkey,TUR,,NONE,Turkish Airlines - no public developer API,NO_PORTAL
TR181,United Continental Holdings Inc,TR,United States,USA,https://developer.staralliance.com/,REGISTRATION,United via Star Alliance Developer Portal - requires registration,COMPLETE
TR184,VietJet Aviation JSC,TR,Vietnam,VNM,,NONE,VietJet - no public developer API,NO_PORTAL
TR185,Vietnam Airlines Co Ltd,TR,Vietnam,VNM,,NONE,Vietnam Airlines - no public developer API,NO_PORTAL
TR186,Volotea SA,TR,Spain,ESP,,NONE,Volotea - no public developer API,NO_PORTAL
TR187,Vuela Cía de Aviación,TR,Mexico,MEX,,NONE,Volaris - no public developer API,NO_PORTAL
TR190,WestJet Airlines Ltd,TR,Canada,CAN,,NONE,WestJet - no public developer API,NO_PORTAL
TR191,Wizz Air Hungary Ltd,TR,Hungary,HUN,,NONE,Wizz Air - no public developer API,NO_PORTAL
VG6,Ankama SARL,VG,France,FRA,,NONE,No official developer portal - community APIs only,COMPLETED
VG8,ArenaNet LLC,VG,United States,USA,https://api.guildwars2.com/v2,PUBLIC,Guild Wars 2 API - public endpoints with optional API key auth,COMPLETED
VG12,Astragon Entertainment GmbH,VG,Germany,DEU,,NONE,"No evidence found of any public developer portal, API, or SDK for external developers to build apps or integrations.",COMPLETED
VG13,Atari SA,VG,France,FRA,,NONE,Session 10: No scrapeable developer portal. Changed PLAT to NONE.,COMPLETED
VG16,BANDAI NAMCO Group,VG,Japan,JPN,,NONE,No public developer portal,COMPLETED
VG26,ByteDance Ltd,VG,China,CHN,https://developer.picoxr.com/,PUBLIC,PICO VR Developer Platform,COMPLETED
VG27,Capcom Co Ltd,VG,Japan,JPN,,NONE,No public developer portal,COMPLETED
VG28,CCP ehf,VG,Iceland,ISL,https://developers.eveonline.com,REGISTRATION,"CCP Games provides a public developer portal at developers.eveonline.com for EVE Online API access, but requires free account registration and verification (including payment requirement with valid payment methods other than PLEX).",COMPLETED
VG29,CD Projekt SA,VG,Poland,POL,https://devportal.gog.com/,RESTRICTED,GOG Developer Portal requires approval,COMPLETED
VG37,CyberAgent Inc,VG,Japan,JPN,,NONE,CyberAgent has GitHub repositories and internal SDKs but no public developer portal or APIs for third-party developers to access their services.,COMPLETED
VG41,Digital Bros SpA Group,VG,Italy,ITA,,NONE,Digital Bros SpA Group is a video game publisher/developer with no evidence of public APIs or developer portals for external third-party developers.,COMPLETED
VG44,Electronic Arts Inc,VG,United States,USA,,NONE,No public developer portal,COMPLETED
VG46,Emp Electronics SA,VG,Spain,ESP,,NONE,Emp Electronics SA is an electronics wholesaler based in Argentina (not Spain) dealing with computer equipment and machinery - not a video game company with no developer resources found.,COMPLETED
VG47,Epic Games Inc,VG,United States,USA,https://dev.epicgames.com/,PUBLIC,Epic Developer Portal,COMPLETED
VG66,Gamevil Inc,VG,South Korea,KOR,https://platform.withhive.com/,PUBLIC,Com2uS Holdings (formerly Gamevil Inc.) operates the Hive platform with publicly accessible website and SDK documentation. The Hive SDK is available through public repositories like Maven Central for third-party developers to integrate game services.,COMPLETED
VG67,Gamigo Group,VG,Germany,DEU,,NONE,"Extensive searches found no evidence of a public developer portal, API documentation, or SDK resources for external third-party developers. Gamigo Group appears to be primarily a game publisher/operator that focuses on publishing existing games rather than providing developer resources for external integration.",COMPLETED
VG72,GungHo Online Entertainment Inc,VG,Japan,JPN,,NONE,No evidence of a public developer portal or API for third-party developers was found across multiple searches. GungHo is a game publisher/developer but appears to focus on their own game development rather than providing platform services.,COMPLETED
VG73,Halfbrick Studios Pty Ltd,VG,Australia,AUS,,NONE,No developer portal or public API exists for third-party developers. Only internal APIs mentioned for their own game infrastructure.,COMPLETED
VG75,Hello Games Ltd,VG,United Kingdom,GBR,,NONE,"Set to NONE - original parse error, needs Gemini verification",COMPLETED
VG76,Hi-Rez Studios Inc,VG,United States,USA,https://webcdn.hirezstudios.com/hirez-studios/legal/smite-api-developer-guide.pdf,REGISTRATION,"Hi-Rez Studios provides a public API for their games (Smite, Paladins, Realm Royale) that requires developers to apply and receive approved credentials (Developer ID and Authentication Key) before accessing the API endpoints.",COMPLETED
VG79,HP Inc,VG,United States,USA,https://developers.hp.com/,REGISTRATION,"HP Inc has a comprehensive developer portal at developers.hp.com with extensive APIs and SDKs for third-party developers, but requires registration and approval for API credentials to access most services.",COMPLETED
VG80,HTC Corp,VG,Taiwan,TWN,https://developer.vive.com/,PUBLIC,HTC VIVE Developer,COMPLETED
VG82,I Got Games Inc,VG,China,CHN,,NONE,"No evidence found of any developer portal, API, or SDK for third-party developers. IGG focuses on developing their own mobile games rather than providing development platforms for external developers.",COMPLETED
VG85,Jagex Ltd,VG,United Kingdom,GBR,,NONE,"Set to NONE - original parse error, needs Gemini verification",COMPLETED
VG91,KaKao Corp,VG,South Korea,KOR,https://developers.kakao.com/,REGISTRATION,Kakao Developers,COMPLETED
VG92,Kiloo Group,VG,Denmark,DNK,,NONE,Company closed in 2023,COMPLETED
VG95,Koch Media GmbH,VG,Germany,DEU,,NONE,"Set to NONE - original parse error, needs Gemini verification",COMPLETED
VG96,Koei Tecmo Holdings Co Ltd,VG,Japan,JPN,,NONE,"No developer portal, API, or SDK found for third-party developers. Company focuses solely on internal game development and publishing.",COMPLETED
VG97,Konami Corp,VG,Japan,JPN,,NONE,No public developer portal,COMPLETED
VG98,Krafton Inc,VG,South Korea,KOR,https://developer.pubg.com,REGISTRATION,"Krafton operates a public PUBG API developer portal at developer.pubg.com where external developers can register for free API keys to access game data, requiring account creation but no approval process.",COMPLETED
VG102,LEGO Group,VG,Denmark,DNK,https://developer.lego.com/,RESTRICTED,Corrected from HUMAN_CODING_RESULTS.csv (was parse error),COMPLETED
VG112,Machine Zone Inc,VG,United States,USA,,NONE,No developer portal or public API exists for third-party developers. Company was sold to Tripledot Studios in 2025 after being acquired by AppLovin in 2020.,COMPLETED
VG120,Meta Platforms Inc,VG,United States,USA,https://developers.facebook.com/,PUBLIC,Meta for Developers,COMPLETED
VG121,Microsoft Corp,VG,United States,USA,https://developer.microsoft.com/en-us/games/,RESTRICTED,Xbox Game Developers requires approval,COMPLETED
VG122,miHoYo Co Ltd,VG,China,CHN,,NONE,No public developer portal,COMPLETED
VG124,Mind Candy Ltd,VG,United Kingdom,GBR,,NONE,Mind Candy Ltd does not offer a public developer portal or API for third-party developers. The company focuses on developing their own mobile games and entertainment products internally.,COMPLETED
VG129,Monolith Productions Inc,VG,United States,USA,,NONE,"Monolith Productions was closed by Warner Bros. Games on February 25, 2025. The company never maintained a public developer portal or API for third-party developers during its existence.",COMPLETED
VG130,Moon Active Ltd,VG,Israel,ISR,,NONE,"Moon Active is a mobile game company that develops Coin Master and other games, but shows no evidence of providing public developer portals, APIs, or SDKs for third-party external developers.",COMPLETED
VG131,NCsoft Corp,VG,South Korea,KOR,https://developers.plaync.com/,REGISTRATION,"A PLAYNC Developers portal exists at developers.plaync.com with API-related content, but access appears to require registration or authentication to view documentation.",COMPLETED
VG135,NetEase Inc,VG,China,CHN,,NONE,No public developer portal,COMPLETED
VG136,Netmarble Corp,VG,South Korea,KOR,,NONE,No public developer portal,COMPLETED
VG138,Nexon Co Ltd,VG,Japan,JPN,https://openapi.nexon.com/,REGISTRATION,Nexon Open API,COMPLETED
VG139,NHN Corp,VG,South Korea,KOR,https://docs.nhncloud.com,REGISTRATION,"NHN Cloud provides extensive API documentation and SDKs for external developers, but requires free account registration and API key setup to access services.",COMPLETED
VG140,Niantic Inc,VG,United States,USA,https://lightship.dev/,PUBLIC,Niantic Lightship,COMPLETED
VG142,Nintendo Co Ltd,VG,Japan,JPN,https://developer.nintendo.com/,RESTRICTED,Nintendo Developer Portal,COMPLETED
VG152,Perfect World Co Ltd,VG,China,CHN,,NONE,"Perfect World Co Ltd appears to only have unofficial third-party developer community sites and PHP scripts for game server integration, with no official developer portal or API for external developers.",COMPLETED
VG155,Plarium Global Ltd,VG,Israel,ISR,https://partner.plarium.com/,REGISTRATION,"Plarium has a developer portal (partner.plarium.com) with comprehensive APIs for payments, user management, and game integration, but requires Plarium ID registration and appears to involve a review process for access.",COMPLETED
VG156,Playrix Entertainment LLC,VG,Ireland,IRL,,NONE,"Playrix is a mobile game developer focused on their own games like Township, Fishdom, Gardenscapes, and Homescapes. No evidence found of a public developer portal or API for third-party developers.",COMPLETED
VG160,Psyonix Inc,VG,United States,USA,,NONE,Session 10: No scrapeable developer portal. Changed PLAT to NONE.,COMPLETED
VG161,Roblox Corp,VG,United States,USA,https://create.roblox.com/,PUBLIC,Roblox Create,COMPLETED
VG163,Samsung Corp,VG,South Korea,KOR,https://developer.samsung.com/,PUBLIC,Samsung Developers,COMPLETED
VG165,Scopely Inc,VG,United States,USA,,NONE,"While Scopely has a developer portal at developer.scopely.com, it appears focused on internal platform tools rather than public APIs for third-party developers to build external integrations.",COMPLETED
VG168,Sea Ltd,VG,Singapore,SGP,,NONE,Session 10: No scrapeable developer portal. Changed PLAT to NONE.,COMPLETED
VG171,Sega Sammy Holdings Inc,VG,Japan,JPN,,NONE,No public developer portal,COMPLETED
VG173,Shanghai Lilith Technology Co Ltd,VG,China,CHN,https://www.lilith.com/3rdsdk,REGISTRATION,Corrected from HUMAN_CODING_RESULTS.csv (was parse error),COMPLETED
VG175,SmileGate Inc,VG,South Korea,KOR,,NONE,Game developer only,COMPLETED
VG180,Sony Corp,VG,Japan,JPN,https://partners.playstation.net/,RESTRICTED,PlayStation Partners,COMPLETED
VG182,Spin Master Ltd,VG,Canada,CAN,,NONE,Spin Master Ltd does not offer a public developer portal or API for third-party developers. The company focuses on toy manufacturing and children's entertainment but does not provide development resources for external integration.,COMPLETED
VG183,Square Enix Holdings Co Ltd,VG,Japan,JPN,,NONE,No public developer portal,COMPLETED
VG189,Take-Two Interactive Software Inc,VG,United States,USA,,NONE,No public developer portal,COMPLETED
VG193,Tencent Holdings Ltd,VG,China,CHN,https://developer.wegame.com/,REGISTRATION,WeGame Developer,COMPLETED
VG196,Type-Moon Co Ltd,VG,Japan,JPN,,NONE,Type-Moon is a visual novel and content company that collaborates with other game studios but does not provide any public API or developer portal for third-party developers.,COMPLETED
VG197,Ubisoft Entertainment SA,VG,France,FRA,https://creatorsprogram.ubisoft.com/,REGISTRATION,Ubisoft Creators Program,COMPLETED
VG198,Valve Corp,VG,United States,USA,https://partner.steamgames.com/,REGISTRATION,Steamworks,COMPLETED
VG199,Vivendi SE,VG,France,FRA,,NONE,Vivendi is primarily an investment company that owns Gameloft (which has some internal APIs mentioned) but does not offer any public developer portal or API for external third-party developers to access.,COMPLETED
VG201,Walt Disney Co The,VG,United States,USA,,NONE,"Disney has open source projects and a Disney+ ADK for licensed partners, but no public developer portal or API exists for general third-party developers.",COMPLETED
VG202,Wargaming Group Ltd,VG,Cyprus,CYP,https://developers.wargaming.net/,REGISTRATION,Wargaming has a developer portal at developers.wargaming.net that provides API access but requires users to log in with a Wargaming.net account and register their application to get an application_id for API usage.,COMPLETED
VG204,Warner Bros Entertainment Inc,VG,United States,USA,,NONE,Warner Bros Entertainment Inc operates primarily through licensing deals with third-party developers rather than providing public APIs or developer portals. Their technical infrastructure is focused on internal game development across their owned studios.,COMPLETED
VG206,Webzen Inc,VG,South Korea,KOR,,NONE,No evidence found of any developer portal or API for third-party developers. Webzen operates as a traditional game publisher focused on their own MMORPGs.,COMPLETED
